BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,Breadth3d (?m) ,Length3d (?m) ,Width3d (?m) ,Thickness3d (?m) ,a,b,c,EqDiameter,Area3d (?m^2) ,Volume3d,OrientationPhi,OrientationTheta,Shape_VA3d,Sphericity,index
8471.82,9408.2,24782.6,158.477,245.681,144.617,134.569,245.681,144.617,134.569,154.942,71345.4,1.95E+06,8.34962,90,0.846517,1.05711,4253
4225.31,9684.77,24796,159.779,277.787,151.106,122.481,277.787,151.106,122.481,142.974,62354,1.53E+06,45.5501,75.581,0.915381,1.02991,4254
39039.2,10600,24745.6,137.005,179.306,113.459,124.669,179.306,124.669,113.459,122.977,41245.4,973811,35.2644,-45,0.654224,1.15193,4255
39621.8,11170.8,24857.3,320.041,422.632,300.636,293.661,422.632,300.636,293.661,305.202,293990,1.49E+07,18.7016,146.066,1.01397,0.995387,4256
13525.8,11555.8,24819.6,354.967,407.302,300.512,275.204,407.302,300.512,275.204,303.288,289431,1.46E+07,69.922,103.749,1.00474,0.998426,4257
17645.7,15893.9,24966.1,337.333,882.684,367.207,268.441,882.684,367.207,268.441,342.335,492781,2.10E+07,45.3431,100.195,2.39774,0.747136,4258
21144,16154.7,24812.9,228.94,270.47,235.36,205.421,270.47,235.36,205.421,201.951,123063,4.31E+06,85.1969,63.8046,0.88603,1.04116,4259
40921.2,18135.4,24715.9,110.545,167.997,61.9024,65.9759,167.997,65.9759,61.9024,102.05,28185,556463,90,90,0.639336,1.1608,4260
25954.6,8835.76,24794.9,178.344,294.275,180.502,177.697,294.275,180.502,177.697,177.364,98830.2,2.92E+06,80.8714,-108.987,1.00006,0.999981,4261
5625.67,9719.09,24790,138.165,178.925,113.459,124.918,178.925,124.918,113.459,122.977,41245.4,973811,35.2644,45,0.654224,1.15193,4262
9354.72,10535.6,24900.7,325.987,349.548,276.828,268.711,349.548,276.828,268.711,272.31,238551,1.06E+07,45.6997,121.631,1.07376,0.976556,4263
5189.26,13013.4,24864.8,253.361,335.083,242.46,210.554,335.083,242.46,210.554,232.002,170162,6.54E+06,57.36,98.2361,1.01903,0.993736,4264
44645.8,16471.8,24857.8,178.703,246.969,189.845,170.169,246.969,189.845,170.169,171.545,87908.8,2.64E+06,26.177,-89.4886,0.859775,1.05165,4265
40934.2,17588.4,24813.8,165.514,190.721,138.401,147.382,190.721,147.382,138.401,133.723,51851.2,1.25E+06,90,0,0.786298,1.08344,4266
12978,18562,24821.3,221.352,292.654,165.015,166.585,292.654,166.585,165.015,199.756,120950,4.17E+06,68.1585,45.6599,0.89819,1.03644,4267
13947,18798.2,24828.2,211.68,264.393,184.898,180.226,264.393,184.898,180.226,185.437,102943,3.34E+06,51.0587,36.0903,0.865298,1.04941,4268
17933.8,19557.3,25029.4,358.806,636.471,336.907,295.637,636.471,336.907,295.637,352.604,466350,2.30E+07,17.3921,-32.5129,1.70201,0.837553,4269
22162.8,20923.3,24981.7,403.752,479.528,321.984,325.283,479.528,325.283,321.984,351.89,403673,2.28E+07,23.836,107.088,1.11736,0.963685,4270
41921.8,20615.2,28631.5,4457.81,9391.22,2970.17,2015.11,9391.22,2970.17,2015.11,3248.46,6.46E+07,1.79E+10,60.7606,-43.0079,7.40554,0.513036,4271
13627.4,7461.42,24819.6,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,4272
14590.6,8490.11,24876,230.367,350.329,193.912,183.762,350.329,193.912,183.762,208.266,145026,4.73E+06,86.2031,23.6674,1.20552,0.939597,4273
42125.9,9015.88,24858.4,112.46,167.997,75.272,68.6579,167.997,75.272,68.6579,102.05,28189.4,556463,90,90,0.639633,1.16062,4274
34629,9972.05,25064.5,539.225,904.168,419.239,411.875,904.168,419.239,411.875,450.449,818986,4.79E+07,74.3468,-93.7491,2.12083,0.778331,4275
40606.9,10757.4,25091.1,732.744,1079.25,439.373,322.53,1079.25,439.373,322.53,487.478,1.11E+06,6.07E+07,88.1821,149.011,3.32733,0.669835,4276
13684.2,10967.6,24901,175.986,330.853,168.193,134.001,330.853,168.193,134.001,177.364,99369.6,2.92E+06,45.3666,59.5983,1.01652,0.994552,4277
7668.68,11520.3,24836.8,90.8126,152.395,71.3864,63.0404,152.395,71.3864,63.0404,92.7185,21670.3,417347,45,-90,0.516588,1.24629,4278
13197.4,12974.6,24902.5,221.693,274.09,185.533,188.773,274.09,188.773,185.533,199.756,119978,4.17E+06,45.07,-94.0044,0.876716,1.04483,4279
45887.5,13088.3,24911.1,244.611,338.408,251.361,221.121,338.408,251.361,221.121,232.002,166049,6.54E+06,29.0341,-62.4396,0.946909,1.01835,4280
9153.89,15988,24952.1,327.678,395.261,291.433,299.534,395.261,299.534,291.433,302.323,285176,1.45E+07,47.6084,74.0673,0.979644,1.00688,4281
32951.8,16391.9,24895.2,245.352,277.752,240.441,218.606,277.752,240.441,218.606,214.22,139104,5.15E+06,40.2825,55.5027,0.898275,1.03641,4282
8756.8,16736.4,24845.5,56.9266,108.286,80.1133,52.6118,108.286,80.1133,52.6118,80.9971,15151.1,278232,0,90,0.397256,1.36033,4283
33833.5,18891,24999.7,450.686,567.172,444.601,408.988,567.172,444.601,408.988,426.501,573914,4.06E+07,85.1555,61.0586,1.01291,0.995734,4284
16684.6,20182.1,24819.6,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,4285
32617.8,25752.3,24845.5,124.24,150.305,84.167,58.8171,150.305,84.167,58.8171,102.05,27209,556463,90,0,0.575193,1.20244,4286
8576.41,8060.17,24938.6,233.076,309.031,191.831,168.861,309.031,191.831,168.861,192.862,118198,3.76E+06,46.2304,56.772,1.03489,0.988635,4287
7664.69,9464.28,24923.2,216.106,338.275,184.36,159.507,338.275,184.36,159.507,190.451,112875,3.62E+06,71.846,115.798,0.971955,1.00953,4288
46266.4,9763.67,24958.5,335.995,438.824,242.722,216.698,438.824,242.722,216.698,226.957,192773,6.12E+06,65.1367,165.117,1.69055,0.839442,4289
34267.3,10233.5,24897.3,137.005,179.306,113.459,124.669,179.306,124.669,113.459,116.818,37689.6,834695,45,-90,0.679447,1.13749,4290
11865.4,11264.8,25104.1,497.42,611.753,418.412,401.513,611.753,418.412,401.513,444.253,640520,4.59E+07,65.5318,-41.2852,1.10246,0.968007,4291
47216.3,11264.7,24931.5,206.737,297.158,181.647,173.762,297.158,181.647,173.762,187.978,107898,3.48E+06,55.8064,-104.454,0.918239,1.02884,4292
10155.8,12435.7,24871.4,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,4293
16183.3,13450.6,25586.4,1087.62,1649.76,766.813,748.292,1649.76,766.813,748.292,1065.9,4.03E+06,6.34E+08,38.2228,-74.155,1.44113,0.885318,4294
18705.4,17099.1,24871.4,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,4295
15841.3,17755.8,25023.9,385.936,501.31,365.319,365.143,501.31,365.319,365.143,371.517,432051,2.68E+07,50.748,76.5266,0.989205,1.00362,4296
41490.2,18372.4,25046.9,472.066,1209.63,463.187,388.862,1209.63,463.187,388.862,489.334,1.01E+06,6.14E+07,73.8369,-94.9107,2.42996,0.743819,4297
27702.5,22207.2,24956.3,221.352,277.752,242.412,207.077,277.752,242.412,207.077,212.272,133984,5.01E+06,49.5378,31.467,0.847905,1.05654,4298
16827.8,24615.5,25825.9,1852.26,2040.33,1009.81,859.336,2040.33,1009.81,859.336,1355.46,7.26E+06,1.30E+09,31.714,28.1198,1.98867,0.795204,4299
44131.8,7367.01,25095,416.316,485.764,323.919,296.008,485.764,323.919,296.008,338.514,371002,2.03E+07,27.2912,-45.8652,1.09451,0.970347,4300
22769.6,9854.64,24971.8,177.639,240.399,165.015,165.987,240.399,165.987,165.015,161.994,77280.7,2.23E+06,39.5097,104.036,0.823699,1.06679,4301
12781.5,10435.7,25057.8,335.555,372.98,317.897,306.484,372.98,317.897,306.484,305.202,287539,1.49E+07,40.9826,97.3464,0.948674,1.01772,4302
8094.58,13303.5,25081.6,344.713,415.4,333.766,314.524,415.4,333.766,314.524,319.714,320701,1.71E+07,54.9693,79.725,0.996058,1.00132,4303
46294.5,13953.9,24982.8,185.187,274.09,173.401,172.169,274.09,173.401,172.169,174.503,93429.9,2.78E+06,51.0789,-103.841,0.931519,1.02393,4304
42062.6,14276.1,25111.7,502.901,718.394,383.919,336.263,718.394,383.919,336.263,391.588,566280,3.14E+07,78.9225,169.551,1.62432,0.850699,4305
23065.8,21491.4,24971,164.886,223.624,165.033,159.446,223.624,165.033,159.446,151.161,67870.6,1.81E+06,75.1153,-131.509,0.845185,1.05767,4306
10177.5,8511.62,25160.9,429.913,466.225,359.15,334.009,466.225,359.15,334.009,362.307,414584,2.49E+07,89.747,-81.5407,1.01608,0.994697,4307
5018.69,8907.31,25044.1,206.13,277.787,182.659,158.592,277.787,182.659,158.592,177.364,94427.9,2.92E+06,29.5559,69.9406,0.872281,1.0466,4308
9974.46,10952.5,25026.8,157.036,211.327,127.716,120.89,211.327,127.716,120.89,128.575,47755.9,1.11E+06,22.7755,78.2844,0.777493,1.08751,4309
44393.6,10827.4,25979.3,1076.78,2522.67,898.597,751.54,2522.67,898.597,751.54,931.288,4.38E+06,4.23E+08,13.5502,-112.821,4.14592,0.622482,4310
23627.8,11684.4,24975,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,4311
44953.6,15511.3,25136.9,282.163,445.565,247.11,234.281,445.565,247.11,234.281,245.955,214617,7.79E+06,20.6314,169.142,1.44016,0.885515,4312
34276.9,15813.4,25190.6,425.534,612.309,418.179,388.923,612.309,418.179,388.923,420.076,573159,3.88E+07,44.2744,44.6754,1.10513,0.967229,4313
44929.1,16171.6,25032,224.515,268.388,192.478,165.052,268.388,192.478,165.052,174.503,91321.7,2.78E+06,90,-45,0.869875,1.04757,4314
39097.3,23501.2,25194.3,542.224,700.259,485.186,452.915,700.259,485.186,452.915,498.768,808917,6.50E+07,85.2136,-24.7356,1.10885,0.966146,4315
33861.4,25830,25026.8,170.11,210.206,134.526,133.603,210.206,134.526,133.603,147.181,61279.1,1.67E+06,0,90,0.730077,1.11056,4316
11114.4,8033.24,25089.8,220.354,278.494,205.213,168.554,278.494,205.213,168.554,195.214,114988,3.90E+06,55.2367,157.306,0.886006,1.04117,4317
6183.64,8765.27,25170.1,372.691,449.398,350.329,346.727,449.398,350.329,346.727,343.84,373330,2.13E+07,52.447,105.878,1.01553,0.994878,4318
5690.27,9966.22,25105.7,230.913,338.102,197.666,185.115,338.102,197.666,185.115,226.957,162087,6.12E+06,76.8065,89.7012,1.00493,0.998362,4319
37147.6,12023.9,25123.7,220.628,404.091,207.495,189.658,404.091,207.495,189.658,216.133,154009,5.29E+06,68.7069,164.899,1.15575,0.952897,4320
10589.4,12807.9,25099.1,245.019,299.458,236.85,208.371,299.458,236.85,208.371,216.133,142512,5.29E+06,52.327,55.0494,0.915765,1.02977,4321
43509,14896.8,25227.6,489.477,905.878,460.486,451.003,905.878,460.486,451.003,431.791,812354,4.22E+07,51.0269,78.8235,2.66776,0.721027,4322
44276.3,15544.6,25026.8,60.9199,114.147,71.4004,52.2807,114.147,71.4004,52.2807,80.9971,15146.6,278232,90,0,0.396898,1.36074,4323
43517.1,16411.3,25100.6,205.425,421.717,188.326,164.584,421.717,188.326,164.584,206.204,145178,4.59E+06,61.0284,-162.318,1.28371,0.92012,4324
22925.1,21759.2,25091.6,174.677,253.135,187.365,167.021,253.135,187.365,167.021,161.994,81090.5,2.23E+06,35.1844,160.352,0.951621,1.01667,4325
22074.3,7300.69,25521.4,846.941,1103.62,459.637,350.486,1103.62,459.637,350.486,583.05,1.45E+06,1.04E+08,31.4324,145.18,2.49089,0.737703,4326
13903.8,18938.5,25113.2,133.931,178.925,126.95,91.6053,178.925,126.95,91.6053,116.818,37266.4,834695,45,0,0.656816,1.15041,4327
42462.7,18938.5,25104.6,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,4328
12056.1,19523,25238.9,399.371,428.462,361.91,328.814,428.462,361.91,328.814,351.174,386503,2.27E+07,73.5605,42.9513,0.992837,1.0024,4329
22565.2,20193.8,25318.9,416.951,840.106,389.349,378.502,840.106,389.349,378.502,438.341,704972,4.41E+07,31.5942,127.355,1.59291,0.856254,4330
21537.9,25441.4,25095.9,92.8369,150.305,80.6465,58.8171,150.305,80.6465,58.8171,92.7185,21670.3,417347,45,0,0.516588,1.24629,4331
30171.9,7599.59,25174.6,224.268,260.685,175.361,205.81,260.685,205.81,175.361,192.862,112988,3.76E+06,88.2591,63.1462,0.903986,1.03422,4332
7824.13,9482.22,25182.3,155.242,219.636,152.759,133.961,219.636,152.759,133.961,133.723,53151.7,1.25E+06,45,90,0.846957,1.05693,4333
49535.5,10920.1,25182.3,103.809,159.843,79.6331,64.9042,159.843,79.6331,64.9042,102.05,28193.9,556463,0,90,0.639943,1.16043,4334
13172.8,20232.4,25241.9,266.436,344.247,245.347,245.094,344.247,245.347,245.094,241.482,178997,7.37E+06,24.5019,82.0375,0.932788,1.02346,4335
13679.3,20596.6,25130.5,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,4336
39866.8,11067.8,25234.1,168.196,204.816,130.64,132.379,204.816,132.379,130.64,138.503,55290.8,1.39E+06,0,90,0.772241,1.08997,4337
9867.95,11940.6,25251.4,139.705,211.327,126.279,129.14,211.327,129.14,126.279,133.723,49765.2,1.25E+06,25.2394,45,0.695162,1.12885,4338
42916.8,15378.8,25472.3,791.811,1029.5,499.866,369.826,1029.5,499.866,369.826,503.354,1.16E+06,6.68E+07,70.9057,-122.723,3.11464,0.684748,4339
35013.1,15894.8,25359.8,416.564,539.555,376.415,384.683,539.555,384.683,376.415,395.023,503370,3.23E+07,88.4374,-77.268,1.08263,0.973883,4340
43097.5,16344.1,25258.2,200.422,319.23,205.781,193.961,319.23,205.781,193.961,195.214,121342,3.90E+06,69.9696,-65.3873,1.04115,0.986648,4341
17551.5,16982.1,25990.8,1916.29,2042.94,1498.95,1516.64,2042.94,1516.64,1498.95,1551.56,8.42E+06,1.96E+09,81.5136,73.4923,1.38173,0.897826,4342
11724.4,18157.4,25262.4,235.469,276.749,222.033,217.025,276.749,222.033,217.025,206.204,128588,4.59E+06,76.3958,-128.257,0.892007,1.03883,4343
13631.3,21470.8,25232.2,198.18,391.644,165.016,171.966,391.644,171.966,165.016,192.862,125041,3.76E+06,72.2917,88.9719,1.22525,0.934527,4344
31659.2,26218.6,25182.3,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,4345
6452.33,7146.13,25343.9,271.056,376.131,244.113,222.552,376.131,244.113,222.552,250.271,196960,8.21E+06,62.3412,104.286,1.00282,0.999061,4346
9396.99,8626.84,25395.8,389.14,514.076,350.329,326.978,514.076,350.329,326.978,364.986,429415,2.55E+07,71.4532,-77.0951,1.08025,0.974597,4347
8342.28,13834.7,25234.1,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,4348
24405.1,14067.9,25265.2,143.28,201.164,118.632,117.522,201.164,118.632,117.522,138.503,55281.8,1.39E+06,90,14.8724,0.771867,1.09015,4349
23213.3,14767.4,25260,56.9266,108.286,80.1133,52.6118,108.286,80.1133,52.6118,80.9971,15151.1,278232,0,90,0.397256,1.36033,4350
7022.16,15715.4,25335.4,244.47,303.065,250.013,217.461,303.065,250.013,217.461,226.957,158532,6.12E+06,25.1253,75.0105,0.94024,1.02075,4351
10429.6,16811.5,25416.3,263.236,488.812,237.457,197.221,488.812,237.457,197.221,251.677,227971,8.35E+06,33.6219,115.659,1.50359,0.872884,4352
41092.9,18290.8,25302.1,190.282,238.97,188.106,159.339,238.97,188.106,159.339,161.994,78386.5,2.23E+06,61.0175,28.343,0.859566,1.05174,4353
15870.2,9827.07,25436.8,383.169,457.718,333.766,313.591,457.718,333.766,313.591,340.053,361813,2.06E+07,36.1649,53.5408,0.987921,1.00406,4354
21001.7,10014.5,25333,198.668,295.788,165.015,185.927,295.788,185.927,165.015,180.136,99957.7,3.06E+06,68.6006,69.89,0.942753,1.01984,4355
6580.56,10207.6,25285.9,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,4356
9165.19,11011.6,25492.4,397.199,535.472,397.97,368.998,535.472,397.97,368.998,382.725,478991,2.94E+07,29.4739,97.1575,1.12775,0.960719,4357
10533.1,12351.8,25600.8,732.429,879.45,707.123,685.175,879.45,707.123,685.175,699.101,1.57E+06,1.79E+08,85.3381,77.9456,1.06168,0.980247,4358
8398.69,12429.6,25481.8,485.871,594.638,462.492,449.817,594.638,462.492,449.817,447.815,636821,4.70E+07,82.0062,-66.5073,1.03279,0.989302,4359
8335.44,17088.3,25410.1,268.671,314.512,255.184,257.402,314.512,257.402,255.184,241.482,180267,7.37E+06,28.939,67.7027,0.952782,1.01625,4360
26878.4,18919.5,25334.3,170.879,238.97,184.744,164.325,238.97,184.744,164.325,158.546,74830.6,2.09E+06,68.9391,50.1849,0.850843,1.05532,4361
47158.8,7170.88,25411.8,318.521,580.688,221.745,200.62,580.688,221.745,200.62,281.548,301441,1.17E+07,82.7271,-81.7452,1.77356,0.826136,4362
6156.61,7937.18,25422.5,196.922,294.035,184.36,161.333,294.035,184.36,161.333,180.136,101496,3.06E+06,55.1538,116.717,0.986941,1.00439,4363
7150.53,8575.45,25337.7,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,4364
26643.7,9400.96,25411.9,264.407,296.891,221.745,244.611,296.891,244.611,221.745,226.957,154449,6.12E+06,12.6727,-167.005,0.869457,1.04773,4365
44294.2,15468.9,25437.4,172.038,248.262,159.829,141.339,248.262,159.829,141.339,151.161,69750.3,1.81E+06,25.8861,-160.783,0.917373,1.02916,4366
45649.4,15492.8,25337.7,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,4367
42704.5,16293.8,25396,203.123,274.995,170.188,178.344,274.995,178.344,170.188,185.437,104494,3.34E+06,65.9626,-101.529,0.904996,1.03383,4368
41366,17384.1,25372.3,133.931,178.925,126.95,91.6053,178.925,126.95,91.6053,116.818,37266.4,834695,45,0,0.656816,1.15041,4369
14656.2,21569.1,25427.5,199.264,486.24,177.286,182.204,486.24,182.204,177.286,221.677,176690,5.70E+06,63.2072,79.9333,1.49921,0.873734,4370
31210.1,23023.3,25337.7,94.7203,147.67,61.9024,57.7662,147.67,61.9024,57.7662,92.7185,21665.8,417347,90,-45,0.516269,1.24655,4371
33801.5,24416.9,25580.1,544.677,720.605,381.315,371.457,720.605,381.315,371.457,449.574,711230,4.76E+07,10.603,52.1881,1.40531,0.892775,4372
30415.6,24603.2,25407.8,206.236,232.407,182.659,155.296,232.407,182.659,155.296,165.301,81790.6,2.36E+06,34.9869,102.338,0.864983,1.04954,4373
32979.4,25457.1,25587.2,499.84,567.203,502.722,488.176,567.203,502.722,488.176,468.889,692667,5.40E+07,30.6749,-31.774,1.00857,0.997161,4374
30223.8,7172.07,25512.2,335.392,384.86,317.897,311.732,384.86,317.897,311.732,299.387,277166,1.41E+07,23.1748,131.709,0.953612,1.01596,4375
6805.45,7847.63,25497.4,315.196,428.505,278.474,290.635,428.505,290.635,278.474,295.382,273265,1.35E+07,62.1608,124.83,0.990837,1.00307,4376
20582.1,9921.46,25566.4,457.998,491.06,385.468,380.603,491.06,385.468,380.603,386.911,476696,3.03E+07,44.1882,79.7401,1.04137,0.986578,4377
10700.3,10370.9,25618.2,691.292,882.977,523.153,527.596,882.977,527.596,523.153,530.838,1.03E+06,7.83E+07,59.2413,138.404,1.58078,0.858439,4378
37073.9,11891.6,25415.5,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,4379
45848.3,15235.9,25711.7,614.068,987.296,477.435,427.189,987.296,477.435,427.189,505.095,1.09E+06,6.75E+07,47.2077,114.161,2.53408,0.733488,4380
6898.79,15401.8,25513.6,353.635,446.971,342.674,315.541,446.971,342.674,315.541,323.142,334392,1.77E+07,57.2946,75.27,1.05914,0.981029,4381
16529.1,20415.3,25389.5,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,4382
25933.6,22202.9,25389.5,124.704,151.404,61.9024,61.7157,151.404,61.9024,61.7157,102.05,27200.1,556463,90,0,0.574627,1.20283,4383
25630.9,23703.6,25548.8,333.635,453.823,318.633,280.082,453.823,318.633,280.082,319.714,327061,1.71E+07,51.1921,132.918,1.0565,0.981847,4384
34198.2,24275.5,25456.2,177.014,210.206,144.617,152.852,210.206,152.852,144.617,154.942,69340.3,1.95E+06,90,0,0.777132,1.08768,4385
4080.98,7762.64,25580.2,320.563,368.522,274.013,276.04,368.522,276.04,274.013,271.111,232662,1.04E+07,41.3255,94.1974,1.02294,0.992468,4386
14139.4,8047.77,25632.2,429.441,539.555,309.568,255.037,539.555,309.568,255.037,358.902,433548,2.42E+07,76.28,-50.9081,1.22972,0.933393,4387
36649.1,7683.77,26584.3,1882.42,3200.93,1450.24,1224.59,3200.93,1450.24,1224.59,1434.58,1.11E+07,1.55E+09,38.643,-153.058,5.08603,0.581488,4388
5565.84,9736.98,25471.6,177.58,210.206,141.483,144.966,210.206,144.966,141.483,147.181,63239.9,1.67E+06,81.5529,-83.824,0.802426,1.07613,4389
11804.5,12044.7,25495.5,177.834,295.788,165.015,168.009,295.788,168.009,165.015,180.136,98398.1,3.06E+06,60.4774,64.8982,0.89931,1.03601,4390
11540.4,12445.8,25507.6,220.768,288.177,240.759,212.782,288.177,240.759,212.782,212.272,138628,5.01E+06,71.1248,97.3646,0.93916,1.02114,4391
15416.8,12542.8,25489.7,177.564,242.722,138.412,157.207,242.722,157.207,138.412,158.546,73319.3,2.09E+06,45,90,0.800327,1.07707,4392
46174.3,15662.5,25577.2,367.813,482.584,344.247,317.609,482.584,344.247,317.609,343.84,375944,2.13E+07,82.0244,-36.8408,1.037,0.987961,4393
39298.3,16344.1,25471,138.165,178.925,113.459,124.918,178.925,124.918,113.459,122.977,41245.4,973811,35.2644,45,0.654224,1.15193,4394
22175.2,20903,25525.3,191.439,328.972,198.831,163.349,328.972,198.831,163.349,197.511,122051,4.03E+06,49.8265,129.694,0.9877,1.00413,4395
16062.8,21032.9,25529.1,288.121,333.304,276.184,258.651,333.304,276.184,258.651,254.443,200481,8.63E+06,57.4402,90,0.957696,1.01451,4396
9137.81,8154.86,25740.3,456.777,867.784,349.917,279.733,867.784,349.917,279.733,396.718,675016,3.27E+07,69.1584,140.001,2.54449,0.732486,4397
5544.25,8523.63,25493.2,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,4398
34195.9,9683.24,25931,755.074,1167.4,579.579,573.417,1167.4,579.579,573.417,647.343,1.60E+06,1.42E+08,23.1718,40.4005,1.77879,0.825325,4399
4639.47,9903.72,25608.8,242.022,348.239,244.113,223.874,348.239,244.113,223.874,239.954,179636,7.23E+06,39.249,76.9161,0.979417,1.00696,4400
32947.2,11056.4,27252,2393.69,5631.74,2073.85,1777.06,5631.74,2073.85,1777.06,1943.56,2.76E+07,3.84E+09,48.304,-174.375,12.5247,0.430604,4401
36887.9,12285,25554.4,164.731,223.624,154.731,131.305,223.624,154.731,131.305,142.974,60789.8,1.53E+06,90,45,0.848206,1.05641,4402
46523.8,14168.3,25545,177.949,268.959,169.051,165.254,268.959,169.051,165.254,161.994,78840.5,2.23E+06,44.5842,-160.243,0.874585,1.04568,4403
11427,17872.9,25548.4,177.834,242.722,138.412,151.224,242.722,151.224,138.412,158.546,73319.3,2.09E+06,45,90,0.800327,1.07707,4404
3683.72,8599.26,25976.1,635.404,1317.04,519.255,436.972,1317.04,519.255,436.972,581.744,1.45E+06,1.03E+08,58.6891,89.5007,2.53126,0.733761,4405
7491.42,12547.5,25610.4,205.945,276.678,181.007,157.608,276.678,181.007,157.608,171.545,92306.5,2.64E+06,56.2444,95.8084,0.99537,1.00155,4406
23074.1,14979.5,25622.7,303.731,423.503,280.347,277.017,423.503,280.347,277.017,283.765,267682,1.20E+07,80.26,-67.0678,1.18483,0.945036,4407
32553.9,16533.7,25626.7,245.256,319.23,221.745,232.071,319.23,232.071,221.745,228.664,160217,6.26E+06,86.6543,105.785,0.927881,1.02526,4408
12383.9,19524,25576.1,124.36,188.066,79.1577,57.9516,188.066,79.1577,57.9516,109.93,33728.1,695579,71.565,90,0.701184,1.12561,4409
7587.44,8084.48,25719.6,288.878,392.226,278.014,254.065,392.226,278.014,254.065,278.156,239943,1.13E+07,42.6605,120.259,0.961945,1.01302,4410
34004.3,8542.01,25775.5,865.757,1292.52,495.046,489.747,1292.52,495.046,489.747,522.538,1.34E+06,7.47E+07,89.8777,-100.386,3.80393,0.640603,4411
43976.5,10659.2,25611.6,140.378,191.286,108.286,117.004,191.286,117.004,108.286,122.977,43223.9,973811,81.1129,-98.996,0.752956,1.0992,4412
39808.4,11234.5,25688.7,223.131,276.068,191.052,167.021,276.068,191.052,167.021,180.136,100372,3.06E+06,28.0322,170.064,0.954532,1.01563,4413
7644.05,11494.1,26068.5,969.116,1477.95,831.769,798.936,1477.95,831.769,798.936,745.751,2.36E+06,2.17E+08,58.5067,133.771,2.45361,0.741421,4414
30441.5,11513.4,25627.9,156.139,209.686,113.459,123.486,209.686,123.486,113.459,138.503,54296.9,1.39E+06,71.565,-90,0.731342,1.10992,4415
8107.98,14466.2,25853.5,432.479,653.43,405.391,408.036,653.43,408.036,405.391,439.72,645359,4.45E+07,44.848,75.6131,1.19922,0.94124,4416
43789.8,14957.4,25640,177.168,293.808,189.656,167.233,293.808,189.656,167.233,168.481,87325,2.50E+06,56.9451,-55.8504,0.939,1.0212,4417
9047.77,15495.8,25688.5,268.495,313.544,232.179,237.302,313.544,237.302,232.179,239.954,175372,7.23E+06,70.8889,86.0724,0.91132,1.03144,4418
38653,19228,26215.8,680.557,1406.94,561.267,482.899,1406.94,561.267,482.899,643.089,1.79E+06,1.39E+08,40.771,61.439,2.59618,0.727593,4419
27173.5,19512.2,25626.4,137.005,179.306,113.459,124.669,179.306,124.669,113.459,122.977,41245.4,973811,35.2644,-45,0.654224,1.15193,4420
30363.8,25285.9,25638.3,145.718,191.052,92.0924,66.9371,191.052,92.0924,66.9371,109.93,34713.1,695579,34.0993,0,0.764422,1.09368,4421
6270.96,9133.76,25767.8,243.568,302.322,238.713,221.033,302.322,238.713,221.033,219.86,149278,5.56E+06,42.8471,97.3656,0.949864,1.01729,4422
36253.5,10073.8,25696.1,193.464,333.334,200.726,147.483,333.334,200.726,147.483,185.437,111959,3.34E+06,85.5754,43.5494,1.11313,0.964905,4423
37525.8,12317.1,25732.1,261.776,439.642,233.15,236.747,439.642,236.747,233.15,250.271,217675,8.21E+06,85.8095,-167.076,1.35367,0.903986,4424
34379.5,23990.5,25648.6,60.9199,114.147,71.4004,52.2807,114.147,71.4004,52.2807,80.9971,15146.6,278232,90,0,0.396898,1.36074,4425
26874.9,24117.2,25671.7,141.318,210.685,118.632,131.885,210.685,131.885,118.632,133.723,49760.7,1.25E+06,72.4516,161.565,0.694975,1.12896,4426
